Id,en,es,fr,de,pt,it,nl,ru,ja,ko,zh,zh_TW,ar,hi,tr,pl,th,id
primary_color,Primary Color,Color primario,Couleur principale,Primärfarbe,Cor primária,Colore primario,Primaire kleur,Основной цвет,プライマリカラー,기본 색상,主色,主色,اللون الأساسي,प्राथमिक रंग,Ana renk,Kolor główny,สีหลัก,Warna Utama
private_event_found,Private event found,,,,,,,,,,,,,,,,,
processing_payment,Processing payment...,,,,,,,,,,,,,,,,,
products_synced_from_shopify,Products synced from Shopify,,,,,,,,,,,,,,,,,
profile_account,Account,Cuenta,Compte,Konto,Conta,Account,Account,Аккаунт,アカウント,계정,账户,帳號,الحساب,खाता,Hesap,Konto,บัญชี,Akun
profile_contact,Contact Us,Contáctanos,Contactez-nous,Kontaktieren Sie uns,Fale conosco,Contattaci,Neem contact op,Свяжитесь с нами,お問い合わせ,문의하기,联系我们,聯繫我們,اتصل بنا,हमसे संपर्क करें,Bize ulaşın,Skontaktuj się,ติดต่อเรา,Hubungi Kami
profile_contact_subtitle,Get in touch,Contáctanos,Nous contacter,Kontaktieren Sie uns,Entre em contato,Contattaci,Neem contact op,Связаться с нами,お問い合わせ,문의하기,联系我们,聯絡我們,تواصل معنا,संपर्क करें,İletişime geçin,Skontaktuj się,ติดต่อเรา,Hubungi kami
profile_guest,Guest User,Usuario invitado,Utilisateur invité,Gastbenutzer,Usuário convidado,Utente ospite,Gastgebruiker,Гость,ゲストユーザー,게스트 사용자,访客用户,訪客用戶,مستخدم ضيف,अतिथि उपयोगकर्ता,Misafir kullanıcı,Użytkownik gość,ผู้ใช้ทั่วไป,Pengguna Tamu
profile_help,Help Center,Centro de ayuda,Centre d'aide,Hilfecenter,Central de ajuda,Centro assistenza,Helpcentrum,Справочный центр,ヘルプセンター,도움말 센터,帮助中心,幫助中心,مركز المساعدة,सहायता केंद्र,Yardım merkezi,Centrum pomocy,ศูนย์ช่วยเหลือ,Pusat Bantuan
profile_help_subtitle,FAQs and guides,Preguntas frecuentes y guías,FAQ et guides,FAQs und Anleitungen,Perguntas frequentes e guias,FAQ e guide,Veelgestelde vragen en handleidingen,Часто задаваемые вопросы,よくある質問,자주 묻는 질문,常见问题,常見問題,الأسئلة الشائعة,सामान्य प्रश्न,SSS ve kılavuzlar,FAQ i poradniki,คำถามที่พบบ่อย,FAQ dan panduan
profile_logout_success,Signed out successfully,Sesión cerrada exitosamente,Déconnexion réussie,Erfolgreich abgemeldet,Desconectado com sucesso,Disconnessione riuscita,Succesvol uitgelogd,Вы вышли из аккаунта,正常にログアウトしました,성공적으로 로그아웃되었습니다,已成功退出,已成功登出,تم تسجيل الخروج بنجاح,सफलतापूर्वक साइन आउट किया गया,Başarıyla çıkış yapıldı,Pomyślnie wylogowano,ออกจากระบบสำเร็จ,Berhasil keluar
profile_referral,Referral,Referencia,Parrainage,Empfehlung,Indicação,Referral,Verwijzing,Реферал,リファラル,추천,推荐,推薦,إحالة,रेफरल,Yönlendirme,Polecenie,การแนะนำ,Referral
profile_referral_sub,Share and earn,Comparte y gana,Partagez et gagnez,Teilen und verdienen,Compartilhe e ganhe,Condividi e guadagna,Deel en verdien,Делитесь и зарабатывайте,シェアして稼ぐ,공유하고 수익을 얻으세요,分享并赚取,分享並賺取,شارك واكسب,शेयर करें और कमाएं,Paylaş ve kazan,Udostępniaj i zarabiaj,แชร์และรับรายได้,Bagikan dan dapatkan
profile_sign_in_to_access,Sign in to access all features,Inicia sesión para acceder a todas las funciones,Connectez-vous pour accéder à toutes les fonctionnalités,"Melden Sie sich an, um alle Funktionen zu nutzen",Entre para acessar todos os recursos,Accedi per utilizzare tutte le funzionalità,Log in om alle functies te gebruiken,"Войдите, чтобы получить доступ ко всем функциям",すべての機能にアクセスするにはサインインしてください,모든 기능에 접근하려면 로그인하세요,登录以访问所有功能,登入以使用所有功能,سجّل الدخول للوصول إلى جميع الميزات,सभी सुविधाओं तक पहुँचने के लिए साइन इन करें,Tüm özelliklere erişmek için giriş yapın,"Zaloguj się, aby uzyskać dostęp do wszystkich funkcji",เข้าสู่ระบบเพื่อเข้าถึงคุณสมบัติทั้งหมด,Masuk untuk mengakses semua fitur
profile_subscription,Manage Subscription,Administrar suscripción,Gérer l'abonnement,Abonnement verwalten,Gerenciar assinatura,Gestisci abbonamento,Abonnement beheren,Управление подпиской,サブスクリプション管理,구독 관리,管理订阅,管理訂閱,إدارة الاشتراك,सदस्यता प्रबंधित करें,Aboneliği yönet,Zarządzaj subskrypcją,จัดการการสมัครสมาชิก,Kelola Langganan
profile_support,Support,Soporte,Support,Support,Suporte,Supporto,Ondersteuning,Поддержка,サポート,지원,支持,支援,الدعم,सहायता,Destek,Wsparcie,การสนับสนุน,Dukungan
profile_transactions,Transactions,Transacciones,Transactions,Transaktionen,Transações,Transazioni,Transacties,Транзакции,取引,거래,交易,交易,المعاملات,लेनदेन,İşlemler,Transakcje,รายการ,Transaksi
promo_code_label,Promo Code,Código Promocional,Code Promo,Promo-Code,Código Promocional,Codice Promo,Promotiecode,Промокод,プロモコード,프로모 코드,促销码,促銷碼,الرمز الترويجي,प्रोमो कोड,Promosyon Kodu,Kod Promocyjny,โค้ดโปรโมชัน,Kode Promo
promo_codes,Promo Codes,Códigos Promocionales,Codes Promo,Promo-Codes,Códigos Promocionais,Codici Promo,Promotiecodes,Промокоды,プロモコード,프로모 코드,促销码,促銷碼,رموز ترويجية,प्रोमो कोड,Promosyon Kodları,Kody Promocyjne,โค้ดโปรโมชัน,Kode Promo
promo_codes_title,Promo Codes,Códigos Promocionales,Codes Promo,Promo-Codes,Códigos Promocionais,Codici Promo,Promotiecodes,Промокоды,プロモコード,프로모 코드,促销码,促銷碼,رموز ترويجية,प्रोमो कोड,Promosyon Kodları,Kody Promocyjne,โค้ดโปรโมชัน,Kode Promo
promo_create_code,Create Code,Crear Código,Créer un Code,Code Erstellen,Criar Código,Crea Codice,Code Aanmaken,Создать код,コードを作成,코드 생성,创建代码,建立代碼,إنشاء رمز,कोड बनाएं,Kod Oluştur,Utwórz Kod,สร้างโค้ด,Buat Kode
promo_create_description,Create a discount code for your event.,Crea un código de descuento para tu evento.,Créez un code de réduction pour votre événement.,Erstellen Sie einen Rabattcode für Ihr Event.,Crie um código de desconto para seu evento.,Crea un codice sconto per il tuo evento.,Maak een kortingscode voor uw evenement.,Создайте код скидки для вашего мероприятия.,イベント用の割引コードを作成してください。,이벤트용 할인 코드를 만드세요.,为您的活动创建折扣码。,為您的活動建立折扣碼。,أنشئ رمز خصم لحدثك.,अपने इवेंट के लिए छूट कोड बनाएं।,Etkinliğiniz için bir indirim kodu oluşturun.,Utwórz kod rabatowy dla swojego wydarzenia.,สร้างโค้ดส่วนลดสำหรับกิจกรรมของคุณ,Buat kode diskon untuk acara Anda.
promo_create_failed,Failed to create promo code,Error al crear código promocional,Échec de la création du code promo,Fehler beim Erstellen des Promo-Codes,Falha ao criar código promocional,Impossibile creare il codice promo,Kan promotiecode niet aanmaken,Не удалось создать промокод,プロモコードの作成に失敗しました,프로모 코드 생성 실패,创建促销码失败,建立促銷碼失敗,فشل في إنشاء الرمز الترويجي,प्रोमो कोड बनाने में विफल,Promosyon kodu oluşturulamadı,Nie udało się utworzyć kodu promocyjnego,สร้างโค้ดโปรโมชันล้มเหลว,Gagal membuat kode promo
promo_create_title,Create Promo Code,Crear Código Promocional,Créer un Code Promo,Promo-Code Erstellen,Criar Código Promocional,Crea Codice Promo,Promotiecode Aanmaken,Создать промокод,プロモコードを作成,프로모 코드 생성,创建促销码,建立促銷碼,إنشاء رمز ترويجي,प्रोमो कोड बनाएं,Promosyon Kodu Oluştur,Utwórz Kod Promocyjny,สร้างโค้ดโปรโมชัน,Buat Kode Promo
promo_enter_code,Enter code,Ingresa código,Entrez le code,Code eingeben,Insira o código,Inserisci codice,Voer code in,Введите код,コードを入力,코드 입력,输入代码,輸入代碼,أدخل الرمز,कोड दर्ज करें,Kodu girin,Wprowadź kod,ใส่โค้ด,Masukkan kode
promo_fixed_amount,Fixed Amount,Monto Fijo,Montant Fixe,Festbetrag,Valor Fixo,Importo Fisso,Vast Bedrag,Фиксированная сумма,固定金額,고정 금액,固定金额,固定金額,مبلغ ثابت,निश्चित राशि,Sabit Tutar,Kwota Stała,จำนวนคงที่,Jumlah Tetap
promo_generate_random,Generate random code,Generar código aleatorio,Générer un code aléatoire,Zufälligen Code generieren,Gerar código aleatório,Genera codice casuale,Genereer willekeurige code,Сгенерировать случайный код,ランダムコードを生成,랜덤 코드 생성,生成随机代码,產生隨機代碼,إنشاء رمز عشوائي,यादृच्छिक कोड उत्पन्न करें,Rastgele kod oluştur,Wygeneruj losowy kod,สร้างโค้ดแบบสุ่ม,Buat kode acak
promo_max_uses,Max Uses,Usos Máximos,Utilisations Max,Max. Nutzungen,Usos Máximos,Utilizzi Max,Max. Gebruik,Макс. использований,最大使用回数,최대 사용 횟수,最大使用次数,最大使用次數,الحد الأقصى للاستخدام,अधिकतम उपयोग,Maks. Kullanım,Maks. Użycia,จำนวนการใช้สูงสุด,Penggunaan Maks
promo_max_uses_hint,Leave blank for unlimited,Dejar en blanco para ilimitado,Laisser vide pour illimité,Leer lassen für unbegrenzt,Deixar em branco para ilimitado,Lasciare vuoto per illimitato,Laat leeg voor onbeperkt,Оставьте пустым для неограниченного,無制限の場合は空欄にしてください,무제한으로 하려면 비워두세요,留空表示无限,留空表示無限,اتركه فارغًا للاستخدام غير المحدود,असीमित के लिए खाली छोड़ें,Sınırsız için boş bırakın,Zostaw puste dla nieograniczonego,เว้นว่างสำหรับไม่จำกัด,Kosongkan untuk tidak terbatas
promo_no_codes,No promo codes yet,Aún no hay códigos promocionales,Pas encore de codes promo,Noch keine Promo-Codes,Nenhum código promocional ainda,Nessun codice promo ancora,Nog geen promotiecodes,Промокодов пока нет,プロモコードはまだありません,아직 프로모 코드가 없습니다,还没有促销码,還沒有促銷碼,لا توجد رموز ترويجية بعد,अभी तक कोई प्रोमो कोड नहीं,Henüz promosyon kodu yok,Brak kodów promocyjnych,ยังไม่มีโค้ดโปรโมชัน,Belum ada kode promo
promo_percentage,Percentage,Porcentaje,Pourcentage,Prozentsatz,Porcentagem,Percentuale,Percentage,Процент,パーセンテージ,백분율,百分比,百分比,النسبة المئوية,प्रतिशत,Yüzde,Procent,เปอร์เซ็นต์,Persentase
promo_price_preview,Price Preview,Vista Previa del Precio,Aperçu du Prix,Preisvorschau,Pré-visualização do Preço,Anteprima Prezzo,Prijsvoorbeeld,Предпросмотр цены,価格プレビュー,가격 미리보기,价格预览,價格預覽,معاينة السعر,मूल्य पूर्वावलोकन,Fiyat Önizleme,Podgląd Ceny,ตัวอย่างราคา,Pratinjau Harga
promotional,promotional,,,,,,,,,,,,,,,,,
purchase_confirmations_receipts,Purchase confirmations & receipts,,,,,,,,,,,,,,,,,
purchase_details,Purchase Details,Detalles de compra,Détails de l'achat,Kaufdetails,Detalhes da compra,Dettagli acquisto,Aankoopgegevens,Детали покупки,購入詳細,구매 상세,购买详情,購買詳情,تفاصيل الشراء,खरीद विवरण,Satın alma detayları,Szczegóły zakupu,รายละเอียดการซื้อ,Detail pembelian
purchased,Purchased,Comprado,Acheté,Gekauft,Comprado,Acquistato,Gekocht,Куплено,購入済み,구매됨,已购买,已購買,تم الشراء,खरीदा गया,Satın alındı,Kupiono,ซื้อแล้ว,Dibeli
push_changes,Push Changes,,,,,,,,,,,,,,,,,
push_notifications,Push Notifications,Notificaciones push,Notifications push,Push-Benachrichtigungen,Notificações push,Notifiche push,Pushmeldingen,Push-уведомления,プッシュ通知,푸시 알림,推送通知,推送通知,إشعارات الدفع,पुश सूचनाएं,Anlık Bildirimler,Powiadomienia push,การแจ้งเตือนแบบพุช,Notifikasi Push
quantity,Quantity,Cantidad,Quantité,Menge,Quantidade,Quantità,Aantal,Количество,数量,수량,数量,數量,الكمية,मात्रा,Miktar,Ilość,จำนวน,Jumlah
ready_to_tap,Ready to Tap,Listo para tocar,Prêt à toucher,Bereit zum Tippen,Pronto para tocar,Pronto per il tap,Klaar om te tikken,Готов к касанию,タップ準備完了,탭 준비 완료,准备好触碰,準備好觸碰,جاهز للمس,टैप के लिए तैयार,Dokunmaya hazır,Gotowy do dotknięcia,พร้อมแตะ,Siap untuk Ketuk
reason,Reason,,,,,,,,,,,,,,,,,
receive_alerts_device,Receive alerts on your device,,,,,,,,,,,,,,,,,
receive_alerts_email,Receive alerts via email,,,,,,,,,,,,,,,,,
receive_ticket_claim,Claim Ticket,Reclamar boleto,Réclamer un billet,Ticket einlösen,Resgatar ingresso,Richiedi biglietto,Kaartje claimen,Получить билет,チケットを受け取る,티켓 받기,领取票,領取票,المطالبة بالتذكرة,टिकट का दावा करें,Bileti Talep Et,Odbierz bilet,เรียกร้องตั๋ว,Klaim Tiket
receive_ticket_in_my_tickets,You can find it in My Tickets.,,,,,,,,,,,,,,,,,
receive_ticket_instructions,Hold your phone near the sender to receive the ticket.,,,,,,,,,,,,,,,,,
receive_ticket_nfc_enabled,NFC enabled,,,,,,,,,,,,,,,,,
receive_ticket_ready,Ready to Receive,Listo para recibir,Prêt à recevoir,Bereit zum Empfangen,Pronto para receber,Pronto a ricevere,Klaar om te ontvangen,Готов к получению,受信準備完了,수신 준비 완료,准备接收,準備接收,جاهز للاستلام,प्राप्त करने के लिए तैयार,Almaya Hazır,Gotowe do odbioru,พร้อมรับ,Siap Menerima
receive_ticket_success,Ticket received successfully!,,,,,,,,,,,,,,,,,
receive_ticket_test_manual,Test Manual Entry,,,,,,,,,,,,,,,,,
receive_ticket_test_title,Test Receive,,,,,,,,,,,,,,,,,
receive_ticket_title,Receive Ticket,Recibir boleto,Recevoir un billet,Ticket empfangen,Receber ingresso,Ricevi biglietto,Kaartje ontvangen,Получить билет,チケットを受け取る,티켓 받기,接收票,接收票,استلام التذكرة,टिकट प्राप्त करें,Bilet Al,Odbierz bilet,รับตั๋ว,Terima Tiket
receive_ticket_transfer_failed,Transfer failed,Transferencia fallida,Transfert échoué,Transfer fehlgeschlagen,Transferência falhou,Trasferimento fallito,Overdracht mislukt,Передача не удалась,転送に失敗しました,전송 실패,传输失败,傳輸失敗,فشل النقل,ट्रांसफर विफल,Transfer başarısız,Transfer nieudany,การโอนล้มเหลว,Transfer gagal
recent,Recent,,,,,,,,,,,,,,,,,
recent_searches,Recent Searches,,,,,,,,,,,,,,,,,
redeemable_items,Redeemable Items,Artículos canjeables,Articles échangeables,Einlösbare Artikel,Itens resgatáveis,Articoli riscattabili,Inwisselbare items,Обменные предметы,引換アイテム,교환 아이템,可兑换物品,可兌換物品,عناصر قابلة للاسترداد,रिडीमेबल आइटम,Kullanılabilir Ürünler,Przedmioty do wymiany,ไอเทมแลกรับ,Item Dapat Ditukar
redeemed,Redeemed,Canjeado,Utilisé,Eingelöst,Resgatado,Riscattato,Ingewisseld,Использовано,使用済み,사용됨,已兑换,已兌換,تم الاستخدام,भुनाया गया,Kullanıldı,Zrealizowano,แลกแล้ว,Ditukarkan
redirecting_to_checkout,Redirecting to checkout...,,,,,,,,,,,,,,,,,
referral_channel_performance,Channel Performance,Rendimiento del canal,Performance du canal,Kanal-Performance,Desempenho do canal,Prestazioni del canale,Kanaalprestaties,Эффективность каналов,チャネルパフォーマンス,채널 성과,渠道表现,渠道表現,أداء القناة,चैनल प्रदर्शन,Kanal Performansı,Wydajność kanałów,ประสิทธิภาพของช่อง,Kinerja Channel
referral_clicks,Clicks,Clics,Clics,Klicks,Cliques,Clic,Klikken,Клики,クリック,클릭,点击,點擊,النقرات,क्लिक,Tıklamalar,Kliknięcia,คลิก,Klik
referral_code_copied,Referral code copied!,,,,,,,,,,,,,,,,,
referral_code_label,Your Referral Code,Tu código de referencia,Votre code de parrainage,Ihr Empfehlungscode,Seu código de indicação,Il tuo codice referral,Jouw verwijzingscode,Ваш реферальный код,あなたの紹介コード,당신의 추천 코드,您的推荐码,您的推薦碼,رمز الإحالة الخاص بك,आपका रेफरल कोड,Yönlendirme Kodunuz,Twój kod polecający,รหัสแนะนำของคุณ,Kode Referral Anda
referral_earned,Earned,Ganado,Gagné,Verdient,Ganho,Guadagnato,Verdiend,Заработано,獲得済み,획득,已赚取,已賺取,المكتسب,अर्जित,Kazanılan,Zarobione,ได้รับ,Diperoleh
referral_how_it_works,How It Works,Cómo Funciona,Comment Ça Marche,So Funktioniert Es,Como Funciona,Come Funziona,Hoe Het Werkt,Как это работает,仕組み,작동 방식,运作方式,運作方式,كيف يعمل,यह कैसे काम करता है,Nasıl Çalışır,Jak To Działa,วิธีการทำงาน,Cara Kerja
referral_pending,Pending,Pendiente,En attente,Ausstehend,Pendente,In attesa,In afwachting,В ожидании,保留中,대기 중,待处理,待處理,قيد الانتظار,लंबित,Beklemede,Oczekujące,รอดำเนินการ,Tertunda
referral_referrals,Referrals,,,,,,,,,,,,,,,,,
referral_sales,Sales,Ventas,Ventes,Verkäufe,Vendas,Vendite,Verkopen,Продажи,販売,판매,销售,銷售,المبيعات,बिक्री,Satışlar,Sprzedaż,ยอดขาย,Penjualan
referral_share_link,Share Link,Compartir enlace,Partager le lien,Link teilen,Compartilhar link,Condividi link,Link delen,Поделиться ссылкой,リンクを共有,링크 공유,分享链接,分享連結,مشاركة الرابط,लिंक साझा करें,Bağlantı Paylaş,Udostępnij link,แชร์ลิงก์,Bagikan Tautan
referral_signups,Signups,Registros,Inscriptions,Anmeldungen,Cadastros,Iscrizioni,Aanmeldingen,Регистрации,登録,가입,注册,註冊,التسجيلات,साइनअप,Kayıtlar,Rejestracje,การสมัคร,Pendaftaran
referral_stats,Your Stats,Tus estadísticas,Vos statistiques,Ihre Statistiken,Suas estatísticas,Le tue statistiche,Jouw statistieken,Ваша статистика,あなたの統計,당신의 통계,您的统计,您的統計,إحصائياتك,आपके आँकड़े,İstatistikleriniz,Twoje statystyki,สถิติของคุณ,Statistik Anda
referral_title,Referral,Referencia,Parrainage,Empfehlung,Indicação,Referral,Verwijzing,Реферал,リファラル,추천,推荐,推薦,إحالة,रेफरल,Yönlendirme,Polecenie,การแนะนำ,Referral
referral_withdraw,Withdraw Earnings,Retirar ganancias,Retirer les gains,Einnahmen auszahlen,Retirar ganhos,Preleva guadagni,Inkomsten opnemen,Вывести средства,収益を出金,수익 출금,提取收益,提取收益,سحب الأرباح,कमाई निकालें,Kazançları Çek,Wypłać zarobki,ถอนรายได้,Tarik Penghasilan
refresh_status,Refresh Status,,,,,,,,,,,,,,,,,
refreshing_statistics,Refreshing statistics...,Actualizando estadísticas...,Actualisation des statistiques...,Statistiken werden aktualisiert...,Atualizando estatísticas...,Aggiornamento statistiche...,Statistieken vernieuwen...,Обновление статистики...,統計を更新中...,통계 갱신 중...,正在刷新统计...,正在重新整理統計...,جارٍ تحديث الإحصاءات...,आँकड़े रिफ्रेश हो रहे हैं...,İstatistikler yenileniyor...,Odświeżanie statystyk...,กำลังรีเฟรชสถิติ...,Memperbarui statistik...
refunded,Refunded,Reembolsado,Remboursé,Erstattet,Reembolsado,Rimborsato,Terugbetaald,Возвращено,返金済み,환불됨,已退款,已退款,تم الاسترداد,वापस किया गया,İade edildi,Zwrócono,คืนเงินแล้ว,Dikembalikan
remaining,Remaining,Restante,Restant,Verbleibend,Restante,Rimanente,Resterend,Осталось,残り,남은,剩余,剩餘,متبقي,शेष,Kalan,Pozostało,เหลือ,Tersisa
remove,remove,,,,,,,,,,,,,,,,,
remove_staff,Remove Staff,Quitar personal,Retirer le personnel,Personal entfernen,Remover funcionário,Rimuovi staff,Personeel verwijderen,Удалить сотрудника,スタッフを削除,스태프 삭제,移除员工,移除員工,إزالة موظف,स्टाफ हटाएं,Personeli kaldır,Usuń personel,ลบพนักงาน,Hapus Staf
report_event,Report Event,,,,,,,,,,,,,,,,,
report_submitted_message,Report submitted. Thank you for helping keep Tickety safe.,,,,,,,,,,,,,,,,,
report_this_event,Report this event,,,,,,,,,,,,,,,,,
required_for_email_delivery,Required for email delivery,,,,,,,,,,,,,,,,,
required_on_base_tier,Required on Base tier,,,,,,,,,,,,,,,,,
resale_agree_terms,I agree to the resale terms,Acepto los términos de reventa,J'accepte les conditions de revente,Ich stimme den Wiederverkaufsbedingungen zu,Eu concordo com os termos de revenda,Accetto i termini di rivendita,Ik ga akkoord met de doorverkoopvoorwaarden,Я согласен с условиями перепродажи,リセール条件に同意します,재판매 약관에 동의합니다,我同意转售条款,我同意轉售條款,أوافق على شروط إعادة البيع,मैं पुनर्विक्रय शर्तों से सहमत हूं,Yeniden satış şartlarını kabul ediyorum,Akceptuję warunki odsprzedaży,ฉันยอมรับเงื่อนไขการขายต่อ,Saya menyetujui ketentuan penjualan kembali
resale_agree_terms_error,You must agree to the resale terms,Debes aceptar los términos de reventa,Vous devez accepter les conditions de revente,Sie müssen den Wiederverkaufsbedingungen zustimmen,Você deve concordar com os termos de revenda,Devi accettare i termini di rivendita,U moet akkoord gaan met de doorverkoopvoorwaarden,Вы должны согласиться с условиями перепродажи,リセール条件に同意する必要があります,재판매 약관에 동의해야 합니다,您必须同意转售条款,您必須同意轉售條款,يجب أن توافق على شروط إعادة البيع,आपको पुनर्विक्रय शर्तों से सहमत होना चाहिए,Yeniden satış şartlarını kabul etmelisiniz,Musisz zaakceptować warunki odsprzedaży,คุณต้องยอมรับเงื่อนไขการขายต่อ,Anda harus menyetujui ketentuan penjualan kembali
resale_browse_title,Resale Tickets,Boletos de Reventa,Billets de Revente,Wiederverkaufstickets,Ingressos de Revenda,Biglietti di Rivendita,Doorverkoop Tickets,Билеты на перепродажу,リセールチケット,재판매 티켓,转售门票,轉售門票,تذاكر إعادة البيع,पुनर्विक्रय टिकट,Yeniden Satış Biletleri,Bilety Odsprzedaż,ตั๋วขายต่อ,Tiket Jual Kembali
resale_cancel_confirm,Are you sure you want to cancel this listing?,¿Estás seguro de que deseas cancelar este anuncio?,Êtes-vous sûr de vouloir annuler cette annonce ?,"Sind Sie sicher, dass Sie dieses Angebot stornieren möchten?",Tem certeza de que deseja cancelar este anúncio?,Sei sicuro di voler annullare questo annuncio?,Weet u zeker dat u deze aanbieding wilt annuleren?,"Вы уверены, что хотите отменить это объявление?",このリスティングをキャンセルしてもよろしいですか？,이 리스팅을 취소하시겠습니까?,您确定要取消此列表吗？,您確定要取消此列表嗎？,هل أنت متأكد من إلغاء هذا الإعلان؟,क्या आप वाकई इस लिस्टिंग को रद्द करना चाहते हैं?,Bu ilanı iptal etmek istediğinizden emin misiniz?,Czy na pewno chcesz anulować tę ofertę?,คุณแน่ใจหรือไม่ว่าต้องการยกเลิกรายการนี้?,Apakah Anda yakin ingin membatalkan listing ini?
resale_cancel_listing,Cancel Listing,Cancelar Anuncio,Annuler l'Annonce,Angebot Stornieren,Cancelar Anúncio,Annulla Annuncio,Aanbieding Annuleren,Отменить объявление,リスティングをキャンセル,리스팅 취소,取消列表,取消列表,إلغاء الإعلان,लिस्टिंग रद्द करें,İlanı İptal Et,Anuluj Ofertę,ยกเลิกรายการ,Batalkan Listing
resale_cancelling,Cancelling...,Cancelando...,Annulation...,Stornierung...,Cancelando...,Annullamento...,Annuleren...,Отмена...,キャンセル中...,취소 중...,取消中...,取消中...,جارٍ الإلغاء...,रद्द किया जा रहा है...,İptal ediliyor...,Anulowanie...,กำลังยกเลิก...,Membatalkan...
resale_cannot_buy_own,You cannot buy your own listing,No puedes comprar tu propio anuncio,Vous ne pouvez pas acheter votre propre annonce,Sie können Ihr eigenes Angebot nicht kaufen,Você não pode comprar seu próprio anúncio,Non puoi acquistare il tuo annuncio,U kunt uw eigen aanbieding niet kopen,Вы не можете купить свое объявление,自分の出品は購入できません,자신의 리스팅은 구매할 수 없습니다,您不能购买自己的列表,您不能購買自己的列表,لا يمكنك شراء إعلانك الخاص,आप अपनी लिस्टिंग नहीं खरीद सकते,Kendi ilanınızı satın alamazsınız,Nie możesz kupić własnej oferty,คุณไม่สามารถซื้อรายการของตัวเองได้,Anda tidak dapat membeli listing Anda sendiri
resale_checking_payout,Checking payout setup...,Verificando configuración de pago...,Vérification de la configuration de paiement...,Auszahlungseinrichtung wird überprüft...,Verificando configuração de pagamento...,Controllo configurazione pagamento...,Uitbetalingsinstellingen controleren...,Проверка настройки выплат...,支払い設定を確認中...,지급 설정 확인 중...,正在检查付款设置...,正在檢查付款設定...,جارٍ التحقق من إعداد الدفع...,भुगतान सेटअप जांच रहा है...,Ödeme kurulumu kontrol ediliyor...,Sprawdzanie konfiguracji wypłat...,กำลังตรวจสอบการตั้งค่าการจ่ายเงิน...,Memeriksa pengaturan pembayaran...
resale_complete_payout_setup,Complete payout setup to list tickets.,Completa la configuración de pago para listar boletos.,Terminez la configuration de paiement pour lister des billets.,"Schließen Sie die Auszahlungseinrichtung ab, um Tickets zu listen.",Complete a configuração de pagamento para listar ingressos.,Completa la configurazione di pagamento per elencare i biglietti.,Voltooi de uitbetalingsinstellingen om tickets te plaatsen.,Завершите настройку выплат для размещения билетов.,チケットを出品するには支払い設定を完了してください。,티켓을 등록하려면 지급 설정을 완료하세요.,完成付款设置以列出门票。,完成付款設定以列出門票。,أكمل إعداد الدفع لعرض التذاكر.,टिकट सूचीबद्ध करने के लिए भुगतान सेटअप पूरा करें।,Bilet listelemek için ödeme kurulumunu tamamlayın.,"Ukończ konfigurację wypłat, aby wystawić bilety.",ตั้งค่าการจ่ายเงินให้เสร็จเพื่อลงรายการตั๋ว,Selesaikan pengaturan pembayaran untuk mendaftarkan tiket.
resale_enter_price,Enter a price,Ingresa un precio,Entrez un prix,Geben Sie einen Preis ein,Insira um preço,Inserisci un prezzo,Voer een prijs in,Введите цену,価格を入力,가격을 입력하세요,输入价格,輸入價格,أدخل السعر,एक कीमत दर्ज करें,Bir fiyat girin,Wprowadź cenę,ใส่ราคา,Masukkan harga
resale_fee_reminder,A 5% platform fee and Stripe processing fee apply.,Se aplican una tarifa de plataforma del 5% y una tarifa de procesamiento de Stripe.,Des frais de plateforme de 5% et des frais de traitement Stripe s'appliquent.,Es fallen 5% Plattformgebühr und Stripe-Bearbeitungsgebühren an.,Aplicam-se 5% de taxa de plataforma e taxa de processamento Stripe.,Si applicano il 5% di commissione piattaforma e la commissione di elaborazione Stripe.,Er zijn 5% platformkosten en Stripe-verwerkingskosten van toepassing.,Применяется комиссия платформы 5% и комиссия обработки Stripe.,5%のプラットフォーム手数料とStripe処理手数料が適用されます。,5% 플랫폼 수수료와 Stripe 처리 수수료가 적용됩니다.,收取5%平台费和Stripe处理费。,收取5%平台費和Stripe處理費。,تُطبّق رسوم منصة 5٪ ورسوم معالجة Stripe.,5% प्लेटफ़ॉर्म शुल्क और Stripe प्रोसेसिंग शुल्क लागू होते हैं।,%5 platform ücreti ve Stripe işlem ücreti uygulanır.,Obowiązuje 5% opłaty platformowej i opłata za przetwarzanie Stripe.,มีค่าธรรมเนียมแพลตฟอร์ม 5% และค่าธรรมเนียมการประมวลผล Stripe,Biaya platform 5% dan biaya pemrosesan Stripe berlaku.
resale_general_admission,General Admission,Admisión General,Entrée Générale,Freie Platzwahl,Entrada Geral,Ingresso Generale,Vrije Toegang,Общий вход,一般入場,일반 입장,普通入场,普通入場,دخول عام,सामान्य प्रवेश,Genel Giriş,Wstęp Ogólny,บัตรเข้าชมทั่วไป,Tiket Umum
resale_keep_listed,Keep Listed,Mantener en Lista,Garder en Liste,Gelistet Lassen,Manter Listado,Mantieni in Lista,Behoud Listing,Оставить в списке,リスティングを維持,리스팅 유지,保持列表,保持列表,الاحتفاظ بالإعلان,लिस्ट में रखें,Listede Tut,Zachowaj Ofertę,เก็บรายการไว้,Pertahankan Listing
